,Unnamed: 0,hypothesis,context,img_id,hypothesis_avg_overall_blv_rating,reference_count,references,hypothesis_avg_overall_sighted_rating,hypothesis_length,avg_reference_length,max_reference_length,min_reference_length,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,Spice
871,872,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"A large religious building, mostly stone that is orange and red, has crosses on it.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,172.0,425,83,0.40219202754094535,0.24476627325743447,1.7122419129689139e-06,4.682414807912537e-09,0.05721583652618134,0.13386978785662035,
872,873,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"A large religious building, mostly stone that is orange and red, has crosses on it.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,169.6,413,83,0.40219202754094535,0.17307589162609144,1.3590073069354484e-06,3.937425826704563e-09,0.05721583652618134,0.1314655172413793,
873,874,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"A large religious building, mostly stone that is orange and red, has crosses on it.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,224.6,425,83,0.46922403213110286,0.26437779144951246,1.8025226067484529e-06,4.866386312706836e-09,0.05721583652618134,0.13386978785662035,
874,875,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.",2.0,56,224.0,425,60,0.6999999999300001,0.27888667548192064,2.134298608073372e-06,6.104735835076852e-09,0.06956521739130435,0.16681859617137648,
875,876,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|A building with various types of building material used including stone, brick, and metal.",2.0,56,159.4,425,60,0.5999999999400001,0.25819888971990695,2.027400664963992e-06,5.873949093995857e-09,0.06956521739130435,0.16681859617137648,
876,877,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,163.8,425,60,0.5999999999400001,0.36514837163156744,2.554364774358996e-06,6.985342055743659e-09,0.06956521739130435,0.16681859617137648,
877,878,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.",2.0,56,157.0,413,60,0.4999999999500001,7.453559924212536e-09,1.907857070708472e-11,9.98009940267863e-13,0.06956521739130435,0.16310160427807485,
878,879,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,161.4,413,60,0.5999999999400001,0.25819888971990695,2.027400664963992e-06,5.873949093995857e-09,0.06956521739130435,0.16310160427807485,
879,880,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,96.8,150,60,0.3999999999600001,0.21081851065563903,1.7710976151059253e-06,5.3077121704368895e-09,0.06956521739130435,0.1358574610244989,
880,881,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.",2.0,56,212.0,425,60,0.6999999999300001,0.27888667548192064,2.134298608073372e-06,6.104735835076852e-09,0.06956521739130435,0.16681859617137648,
881,882,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,216.4,425,60,0.6999999999300001,0.3944053188316762,2.689047743072969e-06,7.2597952902854695e-09,0.06956521739130435,0.16681859617137648,
882,883,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,151.8,425,60,0.5999999999400001,0.36514837163156744,2.554364774358996e-06,6.985342055743659e-09,0.06956521739130435,0.16681859617137648,
883,884,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,149.4,413,60,0.5999999999400001,0.25819888971990695,2.027400664963992e-06,5.873949093995857e-09,0.06956521739130435,0.16310160427807485,
884,885,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.",2.0,56,230.0,425,72,0.46922403213110286,0.18694332912907316,1.4306631410744778e-06,4.092126805594921e-09,0.06711409395973154,0.11829347123464772,
885,886,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,234.4,425,72,0.46922403213110286,0.26437779144951246,1.8025226067484529e-06,4.866386312706836e-09,0.06711409395973154,0.13386978785662035,
886,887,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,169.8,425,72,0.40219202754094535,0.24476627325743447,1.7122419129689139e-06,4.682414807912537e-09,0.06711409395973154,0.13386978785662035,
887,888,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,167.4,413,72,0.40219202754094535,0.17307589162609144,1.3590073069354484e-06,3.937425826704563e-09,0.06711409395973154,0.1314655172413793,
888,889,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"It's a building with domes. It's a church. It's made of bricks and wood.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,222.4,425,72,0.46922403213110286,0.26437779144951246,1.8025226067484529e-06,4.866386312706836e-09,0.06711409395973154,0.13386978785662035,
889,890,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.",2.0,56,227.6,425,60,0.6999999999300001,0.27888667548192064,2.134298608073372e-06,6.104735835076852e-09,0.06956521739130435,0.16681859617137648,
890,891,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,232.0,425,60,0.6999999999300001,0.3944053188316762,2.689047743072969e-06,7.2597952902854695e-09,0.06956521739130435,0.16681859617137648,
891,892,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,167.4,425,60,0.5999999999400001,0.36514837163156744,2.554364774358996e-06,6.985342055743659e-09,0.06956521739130435,0.16681859617137648,
892,893,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,165.0,413,60,0.5999999999400001,0.25819888971990695,2.027400664963992e-06,5.873949093995857e-09,0.06956521739130435,0.16310160427807485,
893,894,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"A large church structure made of various building materials.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,220.0,425,60,0.6999999999300001,0.3944053188316762,2.689047743072969e-06,7.2597952902854695e-09,0.06956521739130435,0.16681859617137648,
894,895,The image shows a relatively small church on the ground.,Building material,church8,1.75,5,"A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,238.0,425,90,0.46922403213110286,0.26437779144951246,1.8025226067484529e-06,4.866386312706836e-09,0.04991020804913479,0.13386978785662035,
895,896,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.",2.0,56,200.5,425,60,0.6999999999300001,0.27888667548192064,2.134298608073372e-06,6.104735835076852e-09,0.06956521739130435,0.16681859617137648,
896,897,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|A building with various types of building material used including stone, brick, and metal.",2.0,56,146.666666666667,425,60,0.5999999999400001,0.25819888971990695,2.027400664963992e-06,5.873949093995857e-09,0.06956521739130435,0.16681859617137648,
897,898,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,150.333333333333,425,60,0.5999999999400001,0.36514837163156744,2.554364774358996e-06,6.985342055743659e-09,0.06956521739130435,0.16681859617137648,
898,899,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.",2.0,56,144.666666666667,413,60,0.5999999999400001,8.164965808415404e-09,2.0274006649639927e-11,1.0445522729469615e-12,0.06956521739130435,0.16310160427807485,
899,900,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,148.333333333333,413,60,0.5999999999400001,0.25819888971990695,2.027400664963992e-06,5.873949093995857e-09,0.06956521739130435,0.16310160427807485,
900,901,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,94.5,150,60,0.3999999999600001,0.21081851065563903,1.7710976151059253e-06,5.3077121704368895e-09,0.06956521739130435,0.1358574610244989,
901,902,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.",2.0,56,190.5,425,60,0.6999999999300001,0.27888667548192064,2.134298608073372e-06,6.104735835076852e-09,0.06956521739130435,0.16681859617137648,
902,903,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,194.166666666667,425,60,0.6999999999300001,0.3944053188316762,2.689047743072969e-06,7.2597952902854695e-09,0.06956521739130435,0.16681859617137648,
903,904,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,140.333333333333,425,60,0.5999999999400001,0.36514837163156744,2.554364774358996e-06,6.985342055743659e-09,0.06956521739130435,0.16681859617137648,
904,905,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large church structure made of various building materials.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,138.333333333333,413,60,0.5999999999400001,0.25819888971990695,2.027400664963992e-06,5.873949093995857e-09,0.06956521739130435,0.16310160427807485,
905,906,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building with various types of building material used including stone, brick, and metal.",2.0,56,205.5,425,72,0.46922403213110286,0.18694332912907316,1.4306631410744778e-06,4.092126805594921e-09,0.06711409395973154,0.11829347123464772,
906,907,The image shows a relatively small church on the ground.,Building material,church8,1.75,6,"A large religious building, mostly stone that is orange and red, has crosses on it.|It's a building with domes. It's a church. It's made of bricks and wood.|A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.|The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.|There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.|A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.",2.0,56,209.166666666667,425,72,0.46922403213110286,0.26437779144951246,1.8025226067484529e-06,4.866386312706836e-09,0.06711409395973154,0.13386978785662035,
